rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1027.0,2900.0,Food & Beverage,Rodney Sacks,73.0,United States,Laguna Beach,Energy drinks,Food & Beverage,United States,Monster Beverage,True,U,M,12/24/1949 0:00,Sacks,Rodney,CEO,4/4/2023 5:01,California,West,1949.0,12.0,24.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1027.0,2900.0,Food & Beverage,"William Wrigley, Jr.",59.0,United States,North Palm Beach,Chewing gum,Food & Beverage,United States,"Wrigley Management, Inc.",False,D,M,11/1/1963 0:00,Wrigley,William,Investor,4/4/2023 5:01,Florida,South,1963.0,11.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1067.0,2800.0,Technology,Garrett Camp,44.0,United States,San Francisco,Uber,Technology,CAN,Uber Technologies Inc.,True,E,M,10/4/1978 0:00,Camp,Garrett,Cofounder and Chairman,4/4/2023 5:01,California,West,1978.0,10.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1067.0,2800.0,Тechnology,Meg Whitman,66.0,United States,Los Angeles,EBay,Technology,United States,Quibi,True,D,F,8/4/1956 0:00,Whitman,Meg,CEO,4/4/2023 5:01,California,West,1956.0,8.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1104.0,2700.0,Technology,Jeff Rothschild,68.0,United States,Palo Alto,Facebook,Technology,United States,Meta Platforms,True,D,M,1/2/1955 0:00,Rothschild,Jeff,Advisor,4/4/2023 5:01,California,West,1955.0,1.0,2.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1104.0,2700.0,Technology,Evan Spiegel,32.0,United States,Los Angeles,Snapchat,Technology,United States,Snap,True,D,M,6/4/1990 0:00,Spiegel,Evan,Cofounder,4/4/2023 5:01,California,West,1990.0,6.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1164.0,2600.0,Healthcare,Leonard Schleifer,70.0,United States,Tarrytown,Pharmaceuticals,Healthcare,United States,Regeneron Pharmaceuticals,True,U,M,7/7/1952 0:00,Schleifer,Leonard,CEO and Founder,4/4/2023 5:01,New York,Northeast,1952.0,7.0,7.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1217.0,2500.0,Food & Beverage,S. Daniel Abraham,98.0,United States,Palm Beach,Slim-Fast,Food & Beverage,United States,S. Daniel Abraham Center for Middle East Peace,True,U,M,8/15/1924 0:00,Abraham,S. Daniel,Chairman,4/4/2023 5:01,Florida,South,1924.0,8.0,15.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1217.0,2500.0,Construction & Engineering,Riley Bechtel & family,71.0,United States,San Francisco,"Engineering, construction",Construction & Enginering,United States,Bechtel Corp.,False,D,M,3/25/1952 0:00,Bechtel,Riley,former Chairman and CEO,4/4/2023 5:01,California,West,1952.0,3.0,25.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1217.0,2500.0,Finance & Investments,Leon G. Cooperman,79.0,United States,Boca Raton,Hedge funds,Finance & Investments,United States,"Omega Advisors, Inc.",True,E,M,4/25/1943 0:00,Cooperman,Leon G.,Founder,4/4/2023 5:01,Florida,South,1943.0,4.0,25.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1217.0,2500.0,Finance & Investments,Joseph Edelman,67.0,United States,New York,Hedge funds,Finance & Investments,United States,Perceptive Advisors,True,D,M,6/10/1955 0:00,Edelman,Joseph,Founder & CEO,4/4/2023 5:01,New York,Northeast,1955.0,6.0,10.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1217.0,2500.0,Technology,Bobby Murphy,34.0,United States,Venice,Snapchat,Technology,United States,Snap,True,D,M,7/19/1988 0:00,Murphy,Bobby,Cofounder,4/4/2023 5:01,California,West,1988.0,7.0,19.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1272.0,2400.0,Technology,Brian Acton,51.0,United States,Palo Alto,WhatsApp,Technology,United States,WhatsApp Inc.,True,D,M,2/17/1972 0:00,Acton,Brian,Cofounder,4/4/2023 5:01,California,West,1972.0,2.0,17.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1272.0,2400.0,Fashion & Retail,Doris Fisher,91.0,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,True,D,F,8/23/1931 0:00,Fisher,Doris,Cofounder,4/4/2023 5:01,California,West,1931.0,8.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1272.0,2400.0,Finance & Investments,Gerald Ford,78.0,United States,Dallas,Banking,Finance & Investments,United States,Ford Financial Fund,True,D,M,8/4/1944 0:00,Ford,Gerald,Managing Member,4/4/2023 5:01,Texas,South,1944.0,8.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1272.0,2400.0,Technology,Jerry Yang,54.0,United States,Los Altos Hills,Yahoo,Technology,United States,Yahoo!,True,D,M,11/6/1968 0:00,Yang,Jerry,Cofounder,4/4/2023 5:01,California,West,1968.0,11.0,6.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1273.0,2400.0,Real Estate,Mortimer Zuckerman,85.0,United States,New York,"Real estate, media",Real Estate,United States,Boston Properties,True,D,M,6/4/1937 0:00,Zuckerman,Mortimer,Chairman and CEO,4/4/2023 5:01,New York,Northeast,1937.0,6.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312.0,2300.0,Fashion & Retail,John Fisher,61.0,United States,San Francisco,Gap,Fashion & Retail,United States,"Pisces, Inc.",False,D,M,6/1/1961 0:00,Fisher,John,President,4/4/2023 5:01,California,West,1961.0,6.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312.0,2300.0,Finance & Investments,Bruce Karsh,67.0,United States,Los Angeles,Private equity,Finance & Investments,United States,Oaktree Capital Group LLC,True,U,M,10/10/1955 0:00,Karsh,Bruce,President,4/4/2023 5:01,California,West,1955.0,10.0,10.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312.0,2300.0,Technology,Jayshree Ullal,62.0,United States,Saratoga,Computer networking,Technology,United States,Arista,True,U,F,3/27/1961 0:00,Ullal,Jayshree,CEO,4/4/2023 5:01,California,West,1961.0,3.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Real Estate,George Argyros & family,86.0,United States,Newport Beach,"Real estate, investments",Real Estate,United States,Arnel & Affiliates,True,D,M,2/4/1937 0:00,Argyros,George,Investor,4/4/2023 5:01,California,West,1937.0,2.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Technology,Aneel Bhusri,57.0,United States,San Francisco,Business software,Technology,United States,Workday,True,D,M,2/4/1966 0:00,Bhusri,Aneel,Investor,4/4/2023 5:01,California,West,1966.0,2.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Finance & Investments,Noam Gottesman,61.0,United States,New York,Hedge funds,Finance & Investments,United States,TOMS Capital,True,D,M,5/24/1961 0:00,Gottesman,Noam,Chief Executive Officer,4/4/2023 5:01,New York,Northeast,1961.0,5.0,24.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Finance & Investments,Jeffrey Gundlach,64.0,United States,Los Angeles,Investments,Finance & Investments,United States,DoubleLine Capital,True,E,M,1/1/1959 0:00,Gundlach,Jeffrey,CEO,4/4/2023 5:01,California,West,1959.0,1.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Finance & Investments,Howard Marks,76.0,United States,New York,Private equity,Finance & Investments,United States,Oaktree Capital Group LLC,True,E,M,4/23/1946 0:00,Marks,Howard,Chairman,4/4/2023 5:01,New York,Northeast,1946.0,4.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Finance & Investments,Charles Munger,99.0,United States,Los Angeles,Berkshire Hathaway,Finance & Investments,United States,Berkshire Hathaway Inc. (Cl A),True,D,M,1/1/1924 0:00,Munger,Charles,Vice Chairman,4/4/2023 5:01,California,West,1924.0,1.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Technology,Kavitark Ram Shriram,66.0,United States,Menlo Park,"Venture capital, Google",Technology,United States,Sherpalo Ventures,True,D,M,1/21/1957 0:00,Shriram,Kavitark Ram,Investor,4/4/2023 5:01,California,West,1957.0,1.0,21.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368.0,2200.0,Finance & Investments,Henry Swieca,65.0,United States,New York,Hedge funds,Finance & Investments,United States,Talpion Fund Management,True,U,M,5/9/1957 0:00,Swieca,Henry,Founder,4/4/2023 5:01,New York,Northeast,1957.0,5.0,9.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328339523.0,37.09024,-95.712891
1434.0,2100.0,Energy,Paul Foster,65.0,United States,El Paso,Oil refining,Energy,United States,Western Refining,True,U,M,10/8/1957 0:00,Foster,Paul,Chairman,4/4/2023 5:01,Texas,South,1957.0,10.0,8.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1434.0,2100.0,Energy,Gordon Getty,89.0,United States,San Francisco,Getty Oil,Energy,United States,Ann & Gordon Getty Foundation,False,E,M,12/20/1933 0:00,Getty,Gordon,President and Chairman,4/4/2023 5:01,California,West,1933.0,12.0,20.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1434.0,2100.0,Finance & Investments,Marc Lasry,62.0,United States,New York,Hedge funds,Finance & Investments,United States,Avenue Capital Group,True,U,M,9/23/1960 0:00,Lasry,Marc,Founder,4/4/2023 5:01,New York,Northeast,1960.0,9.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1434.0,2100.0,Fashion & Retail,Edward Stack,68.0,United States,Sewickley,Dick's Sporting Goods,Fashion & Retail,United States,Dick's Sporting Goods,True,U,M,12/27/1954 0:00,Stack,Edward,Chairman and CEO,4/4/2023 5:01,Pennsylvania,Northeast,1954.0,12.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1434.0,2100.0,Food & Beverage,Hamdi Ulukaya,50.0,United States,Norwich,Greek yogurt,Food & Beverage,Turkey,Chobani,True,D,M,10/26/1972 0:00,Ulukaya,Hamdi,Founder and CEO,4/4/2023 5:01,New York,Northeast,1972.0,10.0,26.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1434.0,2100.0,Gambling & Casinos,Elaine Wynn,80.0,United States,Las Vegas,"Casinos, hotels",Gambling & Casinos,United States,"Wynn Las Vegas, LLC",True,U,F,4/28/1942 0:00,Wynn,Elaine,Board Member,4/4/2023 5:01,Nevada,West,1942.0,4.0,28.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575.0,1900.0,Finance & Investments,James Dinan,63.0,United States,North Salem,Hedge funds,Finance & Investments,United States,York Capital Management,True,E,M,5/22/1959 0:00,Dinan,James,Founder,4/4/2023 5:01,New York,Northeast,1959.0,5.0,22.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575.0,1900.0,Technology,Reid Hoffman,55.0,United States,Palo Alto,LinkedIn,Technology,United States,Greylock,True,D,M,8/5/1967 0:00,Hoffman,Reid,Partner,4/4/2023 5:01,California,West,1967.0,8.0,5.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575.0,1900.0,Finance & Investments,Edward Lampert,60.0,United States,Miami Beach,Sears,Finance & Investments,United States,ESL Investments Inc.,True,U,M,7/19/1962 0:00,Lampert,Edward,Founder,4/4/2023 5:01,Florida,South,1962.0,7.0,19.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575.0,1900.0,Food & Beverage,James Leprino,85.0,United States,Indian Hills,Cheese,Food & Beverage,United States,Leprino Foods,False,D,M,11/22/1937 0:00,Leprino,James,Chairman,4/4/2023 5:01,Colorado,West,1937.0,11.0,22.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575.0,1900.0,Finance & Investments,Jennifer Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Tawani Enterprises,False,D,F,8/13/1950 0:00,Pritzker,Jennifer,CEO,4/4/2023 5:01,Illinois,Midwest,1950.0,8.0,13.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575.0,1900.0,Finance & Investments,Larry Robbins,53.0,United States,Alpine,Hedge funds,Finance & Investments,United States,Glenview Capital Management,True,E,M,10/21/1969 0:00,Robbins,Larry,Investor,4/4/2023 5:01,New Jersey,Northeast,1969.0,10.0,21.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575.0,1900.0,Food & Beverage,Charlotte Colket Weber,80.0,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,Campbell Soup,False,U,F,11/19/1942 0:00,Weber,Charlotte Colket,Director,4/4/2023 5:01,Florida,South,1942.0,11.0,19.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647.0,1800.0,Technology,Tim  Cook,62.0,United States,Cupertino,Apple,Technology,United States,Apple,True,D,M,11/1/1960 0:00,Cook,Tim,CEO,4/4/2023 5:01,California,West,1960.0,11.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647.0,1800.0,Food & Beverage,Christopher Goldsbury,80.0,United States,San Antonio,Salsa,Food & Beverage,United States,Silver Ventures,False,E,M,1/1/1943 0:00,Goldsbury,Christopher,Chief Executive Officer,4/4/2023 5:01,Texas,South,1943.0,1.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647.0,1800.0,Finance & Investments,Brian Higgins,58.0,United States,New York,Hedge funds,Finance & Investments,United States,King Street Capital Management,True,E,M,2/8/1965 0:00,Higgins,Brian,Investor,4/4/2023 5:01,New York,Northeast,1965.0,2.0,8.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647.0,1800.0,Technology,Olivier Pomel,46.0,United States,New York,Cloud computing,Technology,France,Datadog,True,D,M,3/26/1977 0:00,Pomel,Olivier,Cofounder,4/4/2023 5:01,New York,Northeast,1977.0,3.0,26.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647.0,1800.0,Technology,Evan Williams,51.0,United States,San Francisco,Twitter,Technology,United States,Twitter,True,D,M,3/31/1972 0:00,Williams,Evan,Cofounder and Director,4/4/2023 5:01,California,West,1972.0,3.0,31.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Sports,Amy Adams Strunk,67.0,United States,Nashville,Tennessee Titans,Sports,United States,Tennessee Titans,False,N,F,9/29/1955 0:00,Adams Strunk,Amy,Owner,4/4/2023 5:01,Tennessee,South,1955.0,9.0,29.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Finance & Investments,Marc Andreessen,51.0,United States,Atherton,Venture capital investing,Finance & Investments,United States,Andreessen Horowitz,True,E,M,7/9/1971 0:00,Andreessen,Marc,Investor,4/4/2023 5:01,California,West,1971.0,7.0,9.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Finance & Investments,David Booth,77.0,United States,Austin,Mutual funds,Finance & Investments,United States,Dimensional Fund Advisors,True,E,M,1/1/1946 0:00,Booth,David,Chairman and CEO,4/4/2023 5:01,Texas,South,1946.0,1.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Technology,Jim Breyer,61.0,United States,Austin,Venture capital,Technology,United States,Breyer Capital,True,D,M,7/26/1961 0:00,Breyer,Jim,Investor,4/4/2023 5:01,Texas,South,1961.0,7.0,26.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Healthcare,Osman Kibar,52.0,United States,La Jolla,Biotech,Healthcare,United States,Samumed,True,D,M,4/1/1971 0:00,Kibar,Osman,"Founder, CEO",4/4/2023 5:01,California,West,1971.0,4.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Technology,Alexis Lê-Quôc,48.0,United States,New York,Cloud computing,Technology,United States,Datadog,True,D,M,11/14/1974 0:00,Lê-Quôc,Alexis,Cofounder,4/4/2023 5:01,New York,Northeast,1974.0,11.0,14.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Technology,Palmer Luckey,30.0,United States,Newport Beach,Virtual reality,Technology,United States,Oculus VR,True,N,M,9/19/1992 0:00,Luckey,Palmer,Entrepreneur,4/4/2023 5:01,California,West,1992.0,9.0,19.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Media & Entertainment,Brian Roberts,63.0,United States,Philadelphia,Comcast,Media & Entertainment,United States,Comcast,False,U,M,6/28/1959 0:00,Roberts,Brian,CEO,4/4/2023 5:01,Pennsylvania,Northeast,1959.0,6.0,28.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1725.0,1700.0,Technology,David Zalik,49.0,United States,Atlanta,Financial technology,Technology,United States,GreenSky,True,D,M,2/2/1974 0:00,Zalik,David,CEO,4/4/2023 5:01,Georgia,South,1974.0,2.0,2.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1804.0,1600.0,Finance & Investments, Louis Bacon,66.0,United States,Oyster Bay,Hedge funds,Finance & Investments,United States,"Moore Capital Management, LP",True,E,M,7/25/1956 0:00,Bacon,Louis,Founder,4/4/2023 5:01,New York,Northeast,1956.0,7.0,25.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1804.0,1600.0,Finance & Investments,Jamie Dimon,67.0,United States,New York,Banking,Finance & Investments,United States,JPMorgan Chase & Co.,True,E,M,3/13/1956 0:00,Dimon,Jamie,CEO,4/4/2023 5:01,New York,Northeast,1956.0,3.0,13.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1804.0,1600.0,Finance & Investments,Bill Gross,78.0,United States,Laguna Beach,Investments,Finance & Investments,United States,Pacific Investment Management Company LLC,True,E,M,4/13/1944 0:00,Gross,Bill,Cofounder and Co-Chief Investment Officer,4/4/2023 5:01,California,West,1944.0,4.0,13.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1804.0,1600.0,Media & Entertainment,Stanley Hubbard,89.0,United States,St. Paul,DirecTV,Media & Entertainment,United States,"Hubbard Broadcasting, Inc.",False,D,M,5/28/1933 0:00,Hubbard,Stanley,Chairman and CEO,4/4/2023 5:01,Minnesota,Midwest,1933.0,5.0,28.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1804.0,1600.0,Technology,Ryan Smith,44.0,United States,Provo,Cloud computing,Technology,United States,Qualtrics,True,E,M,6/28/1978 0:00,Smith,Ryan,Co-Founder & CEO,4/4/2023 5:01,Utah,West,1978.0,6.0,28.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1905.0,1500.0,Technology,Safra Catz,61.0,United States,Redwood City,Software,Technology,United States,Oracle,True,E,F,12/13/1961 0:00,Catz,Safra,CEO,4/4/2023 5:01,California,South,1961.0,12.0,13.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1905.0,1500.0,Technology,Bharat Desai,70.0,United States,Fisher Island,IT consulting,Technology,United States,Syntel,True,E,M,11/20/1952 0:00,Desai,Bharat,Chairman and Co-founder,4/4/2023 5:01,Florida,South,1952.0,11.0,20.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1905.0,1500.0,Finance & Investments,Nelson Peltz,80.0,United States,Bedford,Investments,Finance & Investments,United States,Trian Fund Management,True,D,M,6/1/1942 0:00,Peltz,Nelson,Founder,4/4/2023 5:01,New York,Northeast,1942.0,6.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1905.0,1500.0,Technology,Sheryl Sandberg,53.0,United States,Menlo Park,Facebook,Technology,United States,Meta Platforms,True,D,F,8/28/1969 0:00,Sandberg,Sheryl,COO,4/4/2023 5:01,California,West,1969.0,8.0,28.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1905.0,1500.0,Media & Entertainment,Ben Silbermann,40.0,United States,San Francisco,Social media,Media & Entertainment,United States,Pinterest,True,U,M,7/14/1982 0:00,Silbermann,Ben,Cofounder,4/4/2023 5:01,California,West,1982.0,7.0,14.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1905.0,1500.0,Technology,Kevin Systrom,39.0,United States,San Francisco,Instagram,Technology,United States,Instagram,True,E,M,12/30/1983 0:00,Systrom,Kevin,Cofounder,4/4/2023 5:01,California,West,1983.0,12.0,30.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
1905.0,1500.0,Healthcare,Jeff Tangney,50.0,United States,Palo Alto,Healthcare IT,Healthcare,United States,Doximity,True,D,M,8/9/1972 0:00,Tangney,Jeff,CEO,4/4/2023 5:01,California,West,1972.0,8.0,9.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2020.0,1400.0,Finance & Investments,J. Christopher Flowers,65.0,United States,Palm Beach,Investments,Finance & Investments,United States,J.C. Flowers & Co. LLC,True,U,M,10/27/1957 0:00,Flowers,J. Christopher,Founder and Managing Director,4/4/2023 5:01,Florida,South,1957.0,10.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328339523.0,37.09024,-95.712891
2020.0,1400.0,Technology,Drew Houston,40.0,United States,Austin,Cloud storage service,Technology,United States,Dropbox,True,D,M,3/4/1983 0:00,Houston,Drew,CEO,4/4/2023 5:01,Texas,South,1983.0,3.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2020.0,1400.0,Healthcare,David Paul,56.0,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,True,D,M,12/25/1966 0:00,Paul,David,Founder and Executive Chairman,4/4/2023 5:01,Pennsylvania,Northeast,1966.0,12.0,25.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2133.0,1300.0,Technology,Stewart Butterfield,50.0,United States,Aspen,Messaging software,Technology,Canada,Slack,True,D,M,3/21/1973 0:00,Butterfield,Stewart,Cofounder and CEO,4/4/2023 5:01,Colorado,West,1973.0,3.0,21.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2133.0,1300.0,Technology,Alexander Karp,55.0,United States,Palo Alto,Software firm,Technology,United States,Palantir Technologies,True,U,M,10/1/1967 0:00,Karp,Alexander,Cofounder and CEO,4/4/2023 5:01,California,West,1967.0,10.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2133.0,1300.0,Healthcare,Joe Kiani,58.0,United States,Irvine,Medical devices,Healthcare,United States,Masimo,True,N,M,9/16/1964 0:00,Kiani,Joe,Chairman and CEO,4/4/2023 5:01,California,West,1964.0,9.0,16.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2133.0,1300.0,Finance & Investments,Seth Klarman,65.0,United States,Chestnut Hill,Investments,Finance & Investments,United States,Baupost Group,True,D,M,5/1/1957 0:00,Klarman,Seth,Investor,4/4/2023 5:01,Massachusetts,Northeast,1957.0,5.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
